wake_up_time,brush_time,morning_activity,bathing,breakfast,work_travel_time,work1,break1,work2,lunch,work3,break2,work4,home_travel_time,after_work_time,dinner_time,mediation_time,sleep_time,Opt
22052,22315,22973,26836,27787,29534,34175,38916,40536,51741,56886,59635,61431,67691,71614,74197,75341,79038,0.7315789473684211
20085,22185,22611,26191,26930,28421,31488,38597,39280,50811,52771,59156,59084,66235,68474,70260,72653,75345,0.6526315789473685
20799,22475,23382,26970,27910,29969,33486,38904,39628,52399,56749,59412,62694,67158,71197,73585,77036,79726,0.6789473684210526
18985,21953,22718,26372,26602,28125,30818,38616,37311,50954,54141,59181,58801,65972,68817,70812,72435,75885,0.6789473684210526
21242,22481,22938,27160,27803,29442,33066,38792,41368,51762,55467,59478,60841,67679,69534,75210,77309,78197,0.7052631578947369
20099,22022,22359,26218,27171,28775,31232,38517,37291,51005,53250,59383,59657,66417,68348,70270,72762,77244,0.7052631578947369
21882,22444,23168,27019,27449,29176,34456,38766,39715,52295,56472,59455,61969,66731,69927,74877,75173,79100,0.7315789473684211
19746,22095,22393,26222,27252,28270,31229,38495,39081,50863,53056,59212,58574,66386,67923,70469,72548,75502,0.7052631578947369
20823,22481,23273,26845,27846,29422,33559,38836,41839,51714,55866,59691,61425,67391,69437,73611,77090,79072,0.7052631578947369
19698,22111,22240,26432,27171,28075,31174,38642,39303,50533,53316,59158,59670,65599,68640,71125,72938,77155,0.7578947368421053
20906,22236,22820,27106,27457,29970,33845,38765,41140,51719,55510,59601,60308,67479,70007,73537,74845,78521,0.7578947368421053
19758,22197,22505,26548,26950,27858,30296,38521,38956,50244,53251,59105,59225,66384,69020,71890,72894,75438,0.7315789473684211
21592,22430,23293,26784,27923,29922,34221,38859,41940,51847,57069,59521,62084,66892,71846,74253,75964,78116,0.6789473684210526
19146,22042,22496,26493,27091,27909,30125,38412,38681,51263,54696,59328,58433,66203,67763,70715,72044,76458,0.6789473684210526
21641,22213,23011,26913,27713,29969,32955,38780,40989,52106,55458,59679,60851,67306,70642,74750,77325,79063,0.7315789473684211
20321,22138,22684,26545,26455,27888,31469,38572,37448,50255,54021,59319,59829,66374,68041,71301,72163,75214,0.6789473684210526
21688,22449,22963,27184,27501,29043,34488,38806,41898,51713,55085,59468,62461,67648,70660,75170,75648,78231,0.6526315789473685
19539,22184,22583,26672,26992,27767,30510,38651,37367,50145,54494,59363,59042,65648,67478,72893,72059,75523,0.7052631578947369
21163,22219,23398,27073,28044,29093,32564,38994,40870,51303,55404,59689,62085,67357,71936,75502,75356,78946,0.7052631578947369
19940,21926,22650,26143,26594,28104,32294,38507,38068,50580,54768,59344,58568,66540,69199,70780,72283,76920,0.7052631578947369
22472,22363,23143,26740,27439,29906,33037,38859,40443,52101,55749,59633,60736,66661,71254,73975,75736,78733,0.7578947368421053
19912,22176,22592,26292,26564,28101,30800,38418,39592,50616,54011,59216,58517,65622,67511,70287,73796,75849,0.7315789473684211
21000,22457,23118,27053,27719,29750,32537,38915,39609,51775,55917,59424,60358,66845,69845,74918,75742,78405,0.7578947368421053
19968,22106,22260,26557,27147,27737,32167,38434,39435,51286,53549,59173,59017,66315,68849,70975,74582,76644,0.7578947368421053
20978,22398,23345,27059,28095,29098,33129,38812,41337,52054,55175,59617,60833,67278,70717,73818,74820,80052,0.7315789473684211
19499,22055,22365,26224,26896,28181,30566,38459,38708,50309,53987,59316,59632,65994,68177,70964,73170,75173,0.7315789473684211
21036,22425,23005,26839,27789,29251,34531,38989,41661,51924,57000,59646,61824,67656,70285,74317,76050,77488,0.6789473684210526
19846,22095,22505,26483,27094,28554,32065,38470,38394,50849,53093,59190,59189,65631,68919,70663,73447,76606,0.7315789473684211
22420,22414,22957,26870,27387,29819,34458,38845,40048,52441,56252,59667,61327,67430,69945,74044,74807,79289,0.7315789473684211
20027,22123,22518,26224,26674,27744,32294,38560,39441,50535,53086,59275,58923,65734,66907,72369,72780,74875,0.7052631578947369
22374,22346,23313,27182,27806,29268,32694,38928,39637,52453,57176,59683,62164,66668,71213,74355,74946,79489,0.7052631578947369
20113,22113,22299,26266,27006,27873,32120,38555,38450,51164,52781,59124,59719,65897,67507,70555,72759,76407,0.7052631578947369
21748,22420,22912,27284,27963,29102,33984,38948,40704,52144,57043,59573,61572,66694,70801,73789,76410,79992,0.7052631578947369
19956,21960,22586,26482,26570,27920,31534,38696,38898,50470,53446,59180,58391,66217,67179,71161,72778,75339,0.7052631578947369
21997,22234,23368,26765,27596,29602,34436,38767,40987,51921,55098,59631,61832,67392,69687,75353,75545,78214,0.7315789473684211
20636,22008,22714,26692,26439,28270,31804,38480,38985,51044,53616,59186,59703,66342,67691,70662,72785,77155,0.7315789473684211
21675,22486,23234,27157,28047,29873,34515,38801,40744,52193,57271,59573,60661,67116,69308,73444,75510,79106,0.7052631578947369
19745,22024,22312,26599,26844,27888,31592,38413,39313,50556,52686,59309,58975,66317,67493,70443,74633,75354,0.6789473684210526
21962,22452,23130,26832,28007,29075,34109,38762,41684,52005,55009,59457,60461,66746,69690,74675,74897,78733,0.7315789473684211
20482,22155,22206,26224,27062,28763,30966,38553,39378,50213,53507,59335,58780,66561,68817,72100,72108,76376,0.7315789473684211
22452,22385,23240,27021,27637,29840,34361,38895,40264,51668,55973,59519,60409,67739,69875,75177,74837,79071,0.7315789473684211
19253,21937,22460,26348,27049,28127,30495,38546,38245,50162,52700,59204,59029,65689,68116,71748,73487,76749,0.7315789473684211
20705,22430,22988,27156,28193,29665,33341,38782,41868,51786,56119,59575,61830,67583,70084,75598,74783,78865,0.7052631578947369
20282,22001,22279,26115,27064,28003,30025,38458,37218,50459,53194,59350,58720,66222,67528,71837,73411,74805,0.6789473684210526
21696,22276,22817,26733,27302,29139,33570,38842,41841,52038,56928,59504,61013,66646,71075,74638,75321,79782,0.7052631578947369
20104,21970,22515,26350,27047,28630,30985,38631,39127,50896,52800,59107,57917,66199,69154,72000,73338,75372,0.7052631578947369
20976,22380,22943,26974,27353,29906,34400,38951,40564,52492,56239,59535,61523,66653,69409,74443,77395,78534,0.7315789473684211
20591,22035,22227,26306,27179,27763,31217,38539,37489,50420,53850,59122,58612,65565,66968,72019,72053,76137,0.6789473684210526
21541,22405,23329,27189,28003,29460,32954,38852,41733,51669,56945,59552,61499,67754,71316,75462,76462,78381,0.6789473684210526
20345,22154,22397,26370,26500,28594,30633,38604,38871,50549,53580,59182,57984,66113,67282,71418,72307,76281,0.7052631578947369
21449,22442,23015,27121,28036,29966,33003,38765,40102,51899,57104,59595,61436,66639,71601,73339,76854,78352,0.6789473684210526
19606,22106,22431,26673,26717,28056,30671,38561,38167,50601,54896,59398,59719,66539,68375,70372,73672,74722,0.7052631578947369
22252,22418,23154,27045,27389,29518,34426,38886,41268,51636,54995,59667,62607,66905,71913,74134,76998,79742,0.6526315789473685
20163,21955,22484,26350,26557,27809,30510,38406,37654,50124,53244,59317,58392,65693,68253,71972,74582,75910,0.7578947368421053
21461,22250,22852,26950,28015,29428,33756,38961,41505,51894,56562,59561,62355,66729,69776,74312,75321,78970,0.7315789473684211
20071,22113,22430,26689,26601,28385,32391,38481,37874,51171,54308,59309,59686,66446,69238,70944,72757,75145,0.7315789473684211
21417,22249,23025,26905,27874,29644,33548,38711,41112,52243,55117,59458,61814,67359,71027,75416,76159,79758,0.7052631578947369
19069,21900,22504,26436,26837,27979,30873,38597,37374,51216,52664,59183,59599,65819,68999,71198,72136,76582,0.6789473684210526
20772,22493,23006,26747,27759,28892,33359,38861,40096,51484,56831,59502,61977,67575,71099,72933,75529,78853,0.7578947368421053
19961,21913,22693,26369,26509,28429,31954,38603,37644,50574,53392,59306,58940,65432,67229,72167,72609,76601,0.7052631578947369
21893,22277,23369,26798,27935,29878,33669,38889,40009,52059,55462,59588,61530,66890,71399,74537,75668,78995,0.7315789473684211
19118,22049,22566,26642,26847,27950,30892,38553,37642,51036,54101,59128,59129,66494,67625,71774,72773,76701,0.7578947368421053
20736,22394,23345,27075,27401,29734,34782,38765,41866,52337,55567,59643,61189,67790,69893,73144,76426,77696,0.7052631578947369
20516,21954,22328,26480,26570,28346,30271,38573,37463,50238,54727,59110,59738,65732,69192,71298,72251,76117,0.6789473684210526
22082,22304,22996,27196,27808,29706,32465,38998,41184,52295,55362,59563,61120,67411,70864,74799,76914,77695,0.7315789473684211
19164,22125,22799,26197,27278,28665,31492,38446,37224,50913,53890,59317,59579,66568,68898,72750,73745,75894,0.7315789473684211
22418,22236,22956,26892,28142,29455,34252,38887,41200,52144,55612,59596,60858,67731,70459,74085,76480,77571,0.7578947368421053
20434,21936,22598,26422,26967,28751,30077,38629,37834,50546,53781,59397,58710,65677,69226,70475,74287,75651,0.7052631578947369
22488,22429,23311,27164,27397,29871,33415,38736,41921,51679,56314,59570,61774,67461,71840,74913,75568,77496,0.7052631578947369
20116,21993,22291,26688,26726,27777,31379,38598,37709,51109,53384,59279,58268,65804,68135,70461,73481,75277,0.7052631578947369
22077,22353,23067,27155,27872,29918,32987,38957,39781,51634,55520,59548,62466,66651,71889,73767,77110,79287,0.6789473684210526
19215,21970,22510,26608,26845,28306,30288,38590,38452,50126,52558,59265,57998,65659,67186,72271,73661,76163,0.6526315789473685
21895,22201,22800,27082,27901,29223,32592,38880,40131,52016,56930,59669,60676,66673,69361,73285,75125,79121,0.7578947368421053
20026,21942,22595,26128,26665,28033,32379,38609,38823,51002,53912,59337,58679,65742,67608,72119,74530,76921,0.7578947368421053
21152,22220,22858,26862,27919,29161,33343,38852,41209,52114,56076,59482,61874,67402,70065,73618,76376,78635,0.7578947368421053
20058,21947,22432,26262,26598,28274,30934,38550,37944,50730,54837,59171,59849,65419,69049,70339,74499,74750,0.7052631578947369
20963,22223,23394,27175,27599,29706,32964,38866,40702,52321,57236,59629,60594,66780,70257,73264,77176,77953,0.7052631578947369
20140,22022,22407,26212,26554,28255,30116,38436,37800,51229,53280,59172,59860,66503,68166,71875,74117,75279,0.7052631578947369
22161,22258,23044,27061,27624,29357,34490,38850,40608,51565,55103,59492,60647,67707,70082,73671,76406,77830,0.7315789473684211
19742,21966,22557,26294,26976,27646,31982,38587,39118,51202,54532,59296,58703,65865,67192,70311,72133,75986,0.6789473684210526
22318,22496,23191,27123,27728,29113,33567,38718,41743,51975,56692,59452,61894,67086,71592,75308,76243,78433,0.6789473684210526
19093,22086,22704,26648,26420,28023,30709,38660,39557,51231,54684,59294,59864,65704,68461,72355,73560,76460,0.7578947368421053
20821,22219,23338,26970,28149,29325,34525,38733,41839,51387,56567,59550,62014,67102,69861,73674,76308,78396,0.7052631578947369
19700,21969,22369,26151,26898,27795,31380,38478,37263,50318,53025,59257,58514,65889,67278,70386,72484,75837,0.6789473684210526
21740,22466,23012,27140,27436,29720,34241,38795,40486,52090,56176,59515,61665,67461,69326,75085,75302,79603,0.7052631578947369
20286,21941,22539,26616,27245,28293,31907,38658,38364,51185,54463,59280,60018,65759,68543,72798,72414,76821,0.7315789473684211
22155,22210,23329,27056,27799,29778,34637,38844,41151,52487,55935,59620,60944,67241,71166,75459,74780,78239,0.7052631578947369
20686,22132,22769,26174,26703,27950,30069,38567,38454,50127,53409,59308,58846,65753,68021,70525,74292,75428,0.7052631578947369
20925,22330,22836,27269,27787,29670,32561,38867,41957,51977,55675,59636,62283,67203,70823,74297,76504,79473,0.7052631578947369
19568,22029,22625,26399,27213,27806,31216,38534,39345,51174,53109,59200,59845,66184,68775,71821,73683,75835,0.7578947368421053
21119,22324,23342,27096,27388,29075,32841,38763,40366,51910,55501,59619,60304,67070,71697,75572,76227,78225,0.7052631578947369
20032,22075,22317,26212,27038,28691,30462,38671,38697,51156,54259,59294,59241,65972,69153,71612,73211,74973,0.7315789473684211
22001,22218,23127,26915,27338,29347,32744,38830,40572,51591,55639,59582,61758,67194,69497,73158,76572,78821,0.7578947368421053
20096,21941,22686,26148,26541,28396,30122,38498,39514,50311,52703,59283,59264,65847,69211,71106,73168,76387,0.7052631578947369
20920,22434,22816,26854,28094,29468,32705,38913,41139,51907,55511,59560,61517,67454,70953,74861,76291,78542,0.7578947368421053
19051,22056,22315,26369,26939,27643,32300,38552,37845,50280,54835,59345,60131,66513,67205,72230,73500,76973,0.7315789473684211
21261,22488,22889,27107,28121,29901,32483,38970,39777,51747,56002,59413,60621,67786,69575,75466,76662,77941,0.7315789473684211
20211,21926,22312,26510,26970,28106,30533,38561,39182,51284,54128,59122,57940,66390,69140,72006,73698,76512,0.7315789473684211
21718,22498,23039,26836,27321,29814,33530,38937,40231,51466,56207,59553,62694,66765,70360,73973,75603,78148,0.7315789473684211
19670,22090,22280,26196,26590,28176,30935,38432,38852,50166,52579,59121,60117,65935,67071,72437,73554,77310,0.7052631578947369
20985,22255,23185,27091,27382,29431,34014,38947,39909,52130,56517,59498,61691,67005,70227,74060,76271,77848,0.7578947368421053
20297,22069,22711,26303,26956,27624,30541,38540,38917,50997,53949,59375,59037,65956,67182,70679,73126,74777,0.6789473684210526
21389,22287,22966,26867,27536,29920,33866,38753,39872,51519,56857,59631,62272,66870,70481,73956,75903,80007,0.7315789473684211
20275,22076,22323,26422,27255,27831,30331,38557,38055,50140,53270,59253,58771,65916,67309,71030,74575,76348,0.7315789473684211
22377,22339,22985,26946,27452,28816,34333,38950,39791,51648,55519,59583,61820,66646,71521,75196,75763,77540,0.7052631578947369
20032,21972,22531,26170,26840,28527,30129,38538,37342,50352,52855,59298,58046,66333,67120,72017,72891,76958,0.6263157894736843
21592,22452,23169,26942,27891,28960,34708,38915,40738,52154,55716,59670,61674,67242,69623,73930,75794,78956,0.7315789473684211
19446,22180,22766,26565,26453,28017,31195,38483,37502,50202,54418,59155,59595,66191,68030,70811,73037,76345,0.7052631578947369
20809,22275,22938,27077,27557,29978,33597,38757,41791,51837,55311,59615,62076,66841,71181,75278,76952,78418,0.6789473684210526
20133,22110,22667,26596,26905,28460,30432,38614,39171,51258,53073,59182,59476,65704,67086,71390,73004,75712,0.7315789473684211
22395,22368,23051,27091,27408,29725,34065,38926,40564,51616,55244,59419,62207,67328,70906,75321,74982,77473,0.7315789473684211
19064,22100,22602,26526,26589,28017,31979,38524,38158,50724,53380,59391,59298,66160,67725,72293,74517,75361,0.7578947368421053
22251,22315,23213,27153,28175,29650,32827,38840,40595,51572,55091,59428,62252,67087,69959,73207,76398,77872,0.7578947368421053
19343,22132,22654,26439,26688,28608,31880,38428,38177,51276,54759,59227,60013,66254,68695,71715,72194,76907,0.7315789473684211
21187,22500,22934,27023,27760,29989,33983,38827,40847,51330,55438,59421,62331,67506,70384,73492,74827,77894,0.7578947368421053
20438,22032,22778,26259,26817,28063,30797,38624,39004,50129,54727,59139,58093,65875,66690,71467,73791,76353,0.7052631578947369
21487,22497,23055,27255,27765,29115,34556,38797,41367,52399,56537,59592,60686,66687,69490,75144,76874,78378,0.6789473684210526
19002,22182,22674,26269,26829,27716,31873,38682,37406,51032,53068,59182,58513,65632,67516,72246,73687,76419,0.7315789473684211
21806,22245,23012,27153,27979,29736,32426,38848,39955,52078,55396,59473,60613,67555,71909,74927,77087,77777,0.7052631578947369
20027,22145,22229,26199,26907,28062,32093,38636,39200,51139,52745,59377,59342,66109,67853,71969,73562,75668,0.7315789473684211
21682,22347,23163,27242,27759,29179,34184,38710,41817,51306,56310,59477,61066,67029,71109,75336,75331,79901,0.6789473684210526
19322,22105,22751,26637,27008,28166,32253,38668,37699,50711,53141,59289,59486,66261,67631,70814,72393,76326,0.7052631578947369
22120,22246,23359,26865,27927,29719,33772,38703,41513,52136,56708,59544,62179,67218,69906,73016,75692,79203,0.7578947368421053
20286,22051,22758,26446,26501,28679,30392,38445,39532,50780,53058,59181,58459,66032,67816,70539,72099,76596,0.7052631578947369
21861,22489,23164,27054,27878,29943,34106,38770,41474,52479,54949,59475,61139,67790,71077,74436,76169,78362,0.7578947368421053
19262,22074,22749,26503,27154,28721,31060,38545,38158,50168,53654,59180,60224,65981,68122,70864,74512,75203,0.7315789473684211
20823,22255,22822,27096,27744,29740,33598,38781,41363,52395,56843,59663,60572,66622,69385,74227,76368,78258,0.7578947368421053
20368,22133,22390,26206,26780,28645,31090,38414,39366,50546,52640,59352,58517,65467,68192,72612,73425,76053,0.7315789473684211
21518,22345,23111,27258,27543,29511,34411,38900,40762,51851,55571,59624,62001,67578,69844,73596,76687,78107,0.7578947368421053
20567,22152,22760,26246,26788,28020,31957,38672,38289,50132,54448,59104,58243,66182,67081,71904,74396,75605,0.7052631578947369
21956,22483,23263,27214,27507,29567,33342,38768,40217,52283,55104,59525,60319,66691,69497,73091,76665,79535,0.7315789473684211
20135,21961,22770,26114,27291,28572,30293,38453,39230,50230,52661,59249,59536,65631,67091,70462,74011,76816,0.6526315789473685
21734,22310,22839,27032,27725,28836,33196,38900,39993,52031,55054,59684,61504,66791,71045,72945,75326,78345,0.7578947368421053
19092,22107,22218,26440,27082,28470,32212,38595,39299,50794,54368,59210,59186,66099,67685,71064,74118,74986,0.7315789473684211
21368,22353,22814,26958,27556,29605,33433,38901,40093,52101,55139,59432,60869,66804,70656,73560,76775,78021,0.7315789473684211
20403,22153,22782,26283,26570,27894,31404,38434,38248,50248,54867,59169,58884,66261,67051,71082,72991,76801,0.7315789473684211
21224,22420,22858,27139,27671,29575,33458,38733,41404,51885,56460,59438,60980,66659,70598,73568,75900,79809,0.7315789473684211
20253,22055,22699,26539,26984,28403,31938,38696,38761,51285,54303,59216,59975,66251,69153,72655,72411,75338,0.7052631578947369
21431,22339,22801,26742,27405,29428,34324,38785,41789,51899,55639,59400,61421,66677,69523,75306,77262,79335,0.6789473684210526
19414,22041,22212,26485,26861,28407,30866,38612,37937,50250,54082,59168,59415,66033,69036,70215,72913,75503,0.7315789473684211
22002,22249,23036,27155,27922,29052,33926,38819,40460,51790,55296,59408,61641,66782,71931,75559,75949,78748,0.7052631578947369
18915,22003,22444,26303,27131,28207,31865,38590,38930,50593,54648,59107,58109,65725,67740,71461,74578,75837,0.7315789473684211
21450,22250,23306,27143,27689,29855,33645,38846,40055,51621,54929,59448,61451,67505,69535,74856,76995,78705,0.7315789473684211
20241,22028,22270,26501,26587,28272,30767,38570,38030,50409,54427,59144,60297,66092,67487,71495,74019,75700,0.7578947368421053
21702,22288,22874,26768,28165,29325,33149,38740,41152,51833,55933,59490,60691,67093,70148,73048,75550,80053,0.7315789473684211
20589,21996,22309,26417,26741,28611,31383,38652,39360,50323,53354,59177,59416,65768,68828,71114,72706,77038,0.7578947368421053
21141,22398,23350,27143,28057,29134,33119,38774,41987,52313,57092,59517,62278,66926,70386,74211,77111,78120,0.6789473684210526
19971,22197,22379,26530,26817,28657,30666,38530,39440,51229,54860,59330,58229,66469,66814,71955,72100,75767,0.6789473684210526
21210,22383,23126,27183,28190,29071,34562,38769,39948,52440,56929,59500,61451,67341,70754,75071,75927,79553,0.6789473684210526
19577,21935,22699,26289,26807,28513,30602,38438,37654,50792,53854,59178,58818,65985,66619,71080,73331,74799,0.7052631578947369
21035,22469,22837,26734,28066,29828,34800,38873,41644,52266,56192,59463,61965,66877,71859,73040,77006,79702,0.6263157894736843
19997,22012,22714,26474,26733,28405,30035,38505,37645,51275,52708,59274,59679,66237,69223,71718,73535,76781,0.7052631578947369
21467,22223,22961,27190,27947,29766,33089,38983,41196,51950,56573,59565,61889,67693,71750,75050,74817,77673,0.7052631578947369
20325,21933,22312,26237,27220,27621,31741,38508,38922,50460,53830,59350,58879,65562,66833,71122,73715,75144,0.7052631578947369
22124,22360,23144,26749,27411,29368,32413,38742,40827,52049,56630,59632,62448,66678,70875,74978,75829,78702,0.7052631578947369
19204,21946,22520,26115,26758,28282,30720,38458,37860,51194,52745,59155,60116,65534,69253,70754,73051,76273,0.7052631578947369
22462,22489,22975,26821,27889,29343,33285,38749,41627,52067,55896,59627,60667,67640,70225,74356,75657,77572,0.7578947368421053
19376,22116,22223,26394,26821,27760,31729,38639,38548,50829,53585,59266,58446,66241,67838,70230,72723,75359,0.7052631578947369
21875,22227,23198,27278,28102,29306,33378,38739,41753,51966,55242,59568,61595,66651,69399,74651,76832,78165,0.7052631578947369
19470,22016,22472,26526,26927,28609,31134,38520,37551,51046,53437,59360,58139,65871,68116,71106,73393,75091,0.6789473684210526
22380,22421,22877,26962,27904,29811,33837,38726,41681,51850,55060,59447,62309,67468,71400,74336,77082,79094,0.6789473684210526
19169,22175,22266,26334,26854,27789,31189,38465,38477,51048,53599,59139,59373,66398,68251,70815,72160,75221,0.6789473684210526
22225,22355,23188,26803,27754,28814,33357,38922,40156,51472,55361,59596,62618,67421,70270,73075,76234,79548,0.7052631578947369
19396,22182,22282,26607,26436,27957,31505,38517,39268,50816,53102,59209,60101,65886,68825,71807,74387,76574,0.7578947368421053
20970,22363,23277,26849,27646,29888,34577,38945,40843,51838,57102,59400,62485,67758,70164,75398,74882,78156,0.6526315789473685
20068,21966,22274,26649,26665,28653,30499,38490,38999,50811,54451,59266,58536,65785,67928,71991,72529,76208,0.7315789473684211
21823,22430,23302,27243,27747,29274,34314,38990,40306,52021,56790,59666,61380,66665,71752,75116,75553,78839,0.7052631578947369
19186,21923,22699,26631,26758,28711,32241,38553,37702,50594,53911,59255,57917,65772,67449,70937,72067,75568,0.7052631578947369
21602,22339,22919,26921,27831,29681,33045,38892,40201,51761,54905,59658,62263,66889,70323,74191,75881,78347,0.7578947368421053
19370,22184,22768,26353,26665,28119,30335,38514,37316,50348,52741,59214,59816,66201,68537,70214,74454,76771,0.6526315789473685
22137,22304,22985,27148,27344,28801,33004,38798,40308,51958,56927,59498,62211,66845,71490,73617,77303,78886,0.7052631578947369
19596,21954,22800,26525,26858,28656,32137,38520,38841,51055,53410,59337,58696,66195,66698,70648,73056,76189,0.7052631578947369
21338,22302,23196,27048,28043,29595,33781,38708,39794,51822,55960,59616,60377,67477,71835,74231,75335,79204,0.7315789473684211
20242,22061,22768,26200,27083,27955,31510,38526,37660,50321,54201,59329,58570,65969,66692,72454,73281,75944,0.7315789473684211
22492,22386,23087,27059,28136,29317,32625,38789,40926,51864,56514,59503,62687,67780,71969,73572,76687,78080,0.7052631578947369
20392,22118,22358,26493,26968,28785,32017,38482,39439,50914,54445,59149,58732,66205,66705,71696,72468,76772,0.7052631578947369
21619,22371,23319,27162,27554,29182,33303,38767,40832,52098,55277,59412,61607,67090,71436,74712,75634,78958,0.7315789473684211
20212,21985,22478,26317,26622,27971,30828,38662,38364,50570,52648,59272,59140,66103,69065,71406,72762,75052,0.7052631578947369
20740,22205,23076,27281,27550,29792,32517,38815,40997,51438,56209,59612,62301,67236,69678,75098,76255,78876,0.7315789473684211
19733,21976,22756,26188,26869,27628,30422,38693,39368,50801,53819,59280,58307,66056,67451,72653,72680,75609,0.7578947368421053
21132,22402,23190,27245,28119,29658,32651,38961,40422,52166,56459,59425,60519,67116,69574,74092,76449,78366,0.7578947368421053
20429,22179,22499,26171,26983,28640,31626,38656,38324,50832,54484,59341,59156,65732,67265,71997,73452,76477,0.7578947368421053
21981,22397,23313,26784,27608,29033,32977,38854,41899,51936,56167,59520,61433,67107,70466,73122,75850,77500,0.7315789473684211
20287,22185,22341,26272,27240,27981,30931,38637,37885,50175,52813,59265,57977,66187,68715,70204,73578,76863,0.6789473684210526
21478,22396,23359,26800,28055,28980,32715,38877,40773,51390,56102,59666,61969,67429,70061,74572,76303,79518,0.7315789473684211
19419,22121,22572,26153,27114,28472,30064,38455,37357,50575,53699,59193,57908,65483,68929,71142,72592,75241,0.6263157894736843
20802,22265,22899,27006,28070,29881,32988,38798,41172,51762,56600,59623,62561,67432,71553,73846,76931,79229,0.6789473684210526
19268,21943,22394,26360,26939,28770,32387,38456,38333,50862,52720,59107,59696,65972,68473,71201,72484,75606,0.7052631578947369
21880,22255,22941,27151,27711,29586,33699,38759,41506,51436,56705,59586,60991,66669,70236,73696,75038,78133,0.7578947368421053
19013,22162,22718,26457,26532,28186,31655,38678,39152,50692,53790,59136,58846,66400,66645,71416,72265,76779,0.7052631578947369
22386,22263,23212,26733,28145,29589,33793,38736,41989,51422,55196,59498,62125,67020,70379,74549,75955,78883,0.7315789473684211
19056,22058,22398,26698,26526,28254,31708,38682,38824,50996,53676,59367,60257,66529,69173,71839,72966,76555,0.7578947368421053
22114,22483,23248,26701,27381,29705,33770,38966,40018,52136,56907,59419,60581,66676,71637,74791,75586,77794,0.7315789473684211
19978,22139,22279,26485,27236,27954,32294,38434,39227,50255,52927,59338,58189,66044,67082,71239,73725,74865,0.6789473684210526
21758,22281,22803,27072,27836,29100,32827,38797,41898,51744,56306,59499,60868,67510,70711,73787,75999,79682,0.7052631578947369
20533,22183,22422,26111,26672,28137,30401,38698,38416,50273,54794,59266,58296,65985,67856,71966,73013,74769,0.7315789473684211
21578,22278,23167,26885,28042,28819,32944,38970,41525,51379,56019,59600,60459,66602,70757,74272,75166,78626,0.7578947368421053
19282,22103,22673,26164,26733,28077,31803,38643,39598,50935,53755,59280,58450,65626,68320,72870,74122,76133,0.7578947368421053
20818,22346,23221,27124,27603,29580,33205,38810,41646,52028,56045,59592,62509,67475,71038,75106,76329,79509,0.6526315789473685
19596,22170,22449,26144,27042,28424,30512,38435,39277,50301,52734,59277,59785,66239,68940,72782,73312,76980,0.7315789473684211
22440,22492,23282,26954,27799,29648,32445,38745,41111,52035,55649,59634,61816,67273,69737,73452,75478,77967,0.7578947368421053
19512,22002,22632,26172,26856,27795,31932,38668,39022,50527,53100,59307,60014,65713,68704,70991,72809,75878,0.7578947368421053
21447,22360,23221,27144,27542,28813,32924,38861,41400,51691,55492,59652,62018,67653,71390,73556,76404,78457,0.7315789473684211
19851,21906,22240,26628,27155,28386,30160,38567,38534,51255,53334,59267,57980,66132,66921,72382,73193,76343,0.6789473684210526
21120,22419,23134,26710,27411,29628,34200,38897,39631,51308,56474,59631,60691,67677,71998,74604,75671,77694,0.7315789473684211
19465,22198,22755,26560,27191,28548,32015,38628,37582,50306,54225,59271,60062,66600,69254,70972,74087,75600,0.7578947368421053
21436,22292,23319,26894,27512,29074,33266,38959,39790,52316,55646,59608,61280,67612,71465,73624,75781,79405,0.7315789473684211
20126,21970,22282,26240,26406,28664,30829,38596,37975,50799,52530,59196,58257,66562,67847,72892,73948,74841,0.6789473684210526
20976,22406,23040,26940,27829,29251,32733,38726,40506,52052,54980,59633,61547,67234,71728,74186,75099,79248,0.7315789473684211
20599,22037,22644,26565,26840,28637,32376,38675,39546,50165,52935,59269,58464,65456,68428,70712,74033,76898,0.7315789473684211
22048,22332,23196,27089,27705,29102,34277,38833,40530,51589,57155,59581,60508,67281,70353,75204,75145,79887,0.6789473684210526
20560,22043,22468,26340,26723,28341,30012,38645,37499,51180,54279,59169,58297,65400,69113,71251,74087,77085,0.7052631578947369
22097,22252,23366,27268,27533,29046,34014,38902,40453,51783,57181,59630,61756,67659,69362,74333,77105,79195,0.7052631578947369
19650,22101,22594,26327,26938,28563,31157,38679,37269,51029,52880,59337,59910,65601,67279,72769,73409,75315,0.7052631578947369
22221,22255,23006,26722,28023,29119,32843,38776,40270,52382,56623,59689,61176,67079,69818,74668,75111,78410,0.7578947368421053
19040,22078,22399,26145,26454,28800,31268,38667,37818,50704,53536,59105,59487,66418,68161,71854,72452,75548,0.7315789473684211
21516,22380,22823,27205,27630,29007,33535,38968,41159,51967,57093,59524,60302,66768,70974,74429,77066,79152,0.7052631578947369
20299,22021,22731,26464,26464,28001,31520,38586,38267,50716,54409,59100,58399,66346,66622,70281,74158,74862,0.6789473684210526
22281,22445,23243,27250,28016,29071,33977,38872,40487,52370,55625,59559,62617,66936,69385,74077,75265,78544,0.7315789473684211
19490,22186,22666,26316,26602,28426,30995,38690,37525,51256,53223,59262,59602,66496,68771,70762,74178,76466,0.7052631578947369
